lam,mse,variable
1.0,0.04373588413000107,X1
1.0,0.03985697031021118,X1
1.0,0.038236942142248154,X1
1.0,0.038364946842193604,X1
1.0,0.03353361412882805,X1
1.2742749857031337,0.03754933923482895,X1
1.2742749857031337,0.03736698254942894,X1
1.2742749857031337,0.036147892475128174,X1
1.2742749857031337,0.04401269182562828,X1
1.2742749857031337,0.03756199777126312,X1
1.6237767391887217,0.03863052651286125,X1
1.6237767391887217,0.03946586325764656,X1
1.6237767391887217,0.03469663858413696,X1
1.6237767391887217,0.03980650380253792,X1
1.6237767391887217,0.0373244509100914,X1
2.0691380811147897,0.03890799731016159,X1
2.0691380811147897,0.032938502728939056,X1
2.0691380811147897,0.03648748621344566,X1
2.0691380811147897,0.038059964776039124,X1
2.0691380811147897,0.04129939153790474,X1
2.636650898730358,0.03973889350891113,X1
2.636650898730358,0.03995168209075928,X1
2.636650898730358,0.037180736660957336,X1
2.636650898730358,0.03465723991394043,X1
2.636650898730358,0.034189071506261826,X1
3.3598182862837818,0.035312339663505554,X1
3.3598182862837818,0.03726423904299736,X1
3.3598182862837818,0.036537278443574905,X1
3.3598182862837818,0.03464237228035927,X1
3.3598182862837818,0.03920743614435196,X1
4.281332398719393,0.03585689514875412,X1
4.281332398719393,0.03555069491267204,X1
4.281332398719393,0.03306970000267029,X1
4.281332398719393,0.03667585179209709,X1
4.281332398719393,0.03889421373605728,X1
5.455594781168519,0.037924572825431824,X1
5.455594781168519,0.03373092785477638,X1
5.455594781168519,0.03493279963731766,X1
5.455594781168519,0.03629687801003456,X1
5.455594781168519,0.033429455012083054,X1
6.951927961775605,0.036020677536726,X1
6.951927961775605,0.036255091428756714,X1
6.951927961775605,0.03268777206540108,X1
6.951927961775605,0.03263121843338013,X1
6.951927961775605,0.036465391516685486,X1
8.858667904100825,0.03629709407687187,X1
8.858667904100825,0.03294655680656433,X1
8.858667904100825,0.034023039042949677,X1
8.858667904100825,0.03368181735277176,X1
8.858667904100825,0.03426751866936684,X1
11.28837891684689,0.03450709208846092,X1
11.28837891684689,0.03460284322500229,X1
11.28837891684689,0.037071023136377335,X1
11.28837891684689,0.030725473538041115,X1
11.28837891684689,0.032464973628520966,X1
14.38449888287663,0.034210752695798874,X1
14.38449888287663,0.0346405990421772,X1
14.38449888287663,0.03344157710671425,X1
14.38449888287663,0.03209109976887703,X1
14.38449888287663,0.03454761207103729,X1
18.329807108324356,0.03172602504491806,X1
18.329807108324356,0.03165195509791374,X1
18.329807108324356,0.03369145840406418,X1
18.329807108324356,0.03503807261586189,X1
18.329807108324356,0.036912430077791214,X1
23.357214690901213,0.03182113543152809,X1
23.357214690901213,0.035910360515117645,X1
23.357214690901213,0.03170452266931534,X1
23.357214690901213,0.03581239655613899,X1
23.357214690901213,0.03397450968623161,X1
29.76351441631318,0.03302363306283951,X1
29.76351441631318,0.03439287096261978,X1
29.76351441631318,0.03200255334377289,X1
29.76351441631318,0.03575994446873665,X1
29.76351441631318,0.03612334653735161,X1
37.926901907322495,0.03284841030836105,X1
37.926901907322495,0.04046216234564781,X1
37.926901907322495,0.03218899294734001,X1
37.926901907322495,0.034566715359687805,X1
37.926901907322495,0.032346781343221664,X1
48.32930238571752,0.03397536650300026,X1
48.32930238571752,0.0315147265791893,X1
48.32930238571752,0.037127550691366196,X1
48.32930238571752,0.03701051324605942,X1
48.32930238571752,0.03336470201611519,X1
61.584821106602604,0.036353275179862976,X1
61.584821106602604,0.033724069595336914,X1
61.584821106602604,0.03552725538611412,X1
61.584821106602604,0.03202357515692711,X1
61.584821106602604,0.03691714629530907,X1
78.47599703514611,0.035451821982860565,X1
78.47599703514611,0.037851084023714066,X1
78.47599703514611,0.03477039933204651,X1
78.47599703514611,0.03492184355854988,X1
78.47599703514611,0.033754173666238785,X1
100.0,0.03795792907476425,X1
100.0,0.037251390516757965,X1
100.0,0.03697298467159271,X1
100.0,0.031587157398462296,X1
100.0,0.03413115069270134,X1
1.0,0.034806374460458755,X2
1.0,0.03865336626768112,X2
1.0,0.03780459985136986,X2
1.0,0.0327017717063427,X2
1.0,0.04439796134829521,X2
1.2742749857031337,0.03952765464782715,X2
1.2742749857031337,0.03732825070619583,X2
1.2742749857031337,0.03594452142715454,X2
1.2742749857031337,0.032836683094501495,X2
1.2742749857031337,0.04016429930925369,X2
1.6237767391887217,0.03331029415130615,X2
1.6237767391887217,0.039579618722200394,X2
1.6237767391887217,0.0314771793782711,X2
1.6237767391887217,0.03407209739089012,X2
1.6237767391887217,0.04157353192567825,X2
2.0691380811147897,0.03503061458468437,X2
2.0691380811147897,0.03278154879808426,X2
2.0691380811147897,0.03215945512056351,X2
