lam,mse,variable
1.0,0.0410551056265831,X1
1.0,0.035824842751026154,X1
1.0,0.050557345151901245,X1
1.0,0.0384189672768116,X1
1.0,0.04999428242444992,X1
1.2742749857031337,0.037343382835388184,X1
1.2742749857031337,0.03352975845336914,X1
1.2742749857031337,0.04211686551570892,X1
1.2742749857031337,0.037336017936468124,X1
1.2742749857031337,0.040441591292619705,X1
1.6237767391887217,0.033447012305259705,X1
1.6237767391887217,0.03565118834376335,X1
1.6237767391887217,0.035338010638952255,X1
1.6237767391887217,0.050154294818639755,X1
1.6237767391887217,0.04691111296415329,X1
2.0691380811147897,0.0321621410548687,X1
2.0691380811147897,0.03400782123208046,X1
2.0691380811147897,0.0324757918715477,X1
2.0691380811147897,0.03540144860744476,X1
2.0691380811147897,0.033712778240442276,X1
2.636650898730358,0.03408845141530037,X1
2.636650898730358,0.03260229900479317,X1
2.636650898730358,0.03413420543074608,X1
2.636650898730358,0.033973559737205505,X1
2.636650898730358,0.031117703765630722,X1
3.3598182862837818,0.03702680021524429,X1
3.3598182862837818,0.03295571729540825,X1
3.3598182862837818,0.03127317130565643,X1
3.3598182862837818,0.03086867183446884,X1
3.3598182862837818,0.030447836965322495,X1
4.281332398719393,0.03262241184711456,X1
4.281332398719393,0.03159163147211075,X1
4.281332398719393,0.031984176486730576,X1
4.281332398719393,0.03345238417387009,X1
4.281332398719393,0.0313488133251667,X1
5.455594781168519,0.031562045216560364,X1
5.455594781168519,0.03403853997588158,X1
5.455594781168519,0.03104553557932377,X1
5.455594781168519,0.032762669026851654,X1
5.455594781168519,0.03307865187525749,X1
6.951927961775605,0.030515462160110474,X1
6.951927961775605,0.03002236783504486,X1
6.951927961775605,0.03493666276335716,X1
6.951927961775605,0.032751332968473434,X1
6.951927961775605,0.03133588284254074,X1
8.858667904100825,0.032567866146564484,X1
8.858667904100825,0.030947156250476837,X1
8.858667904100825,0.033420268446207047,X1
8.858667904100825,0.030551526695489883,X1
8.858667904100825,0.03210599347949028,X1
11.28837891684689,0.02808399498462677,X1
11.28837891684689,0.03280073404312134,X1
11.28837891684689,0.03209869563579559,X1
11.28837891684689,0.03145639970898628,X1
11.28837891684689,0.034950822591781616,X1
14.38449888287663,0.031375691294670105,X1
14.38449888287663,0.03377428278326988,X1
14.38449888287663,0.029799170792102814,X1
14.38449888287663,0.031335633248090744,X1
14.38449888287663,0.03177018091082573,X1
18.329807108324356,0.033121392130851746,X1
18.329807108324356,0.032419394701719284,X1
18.329807108324356,0.029605548828840256,X1
18.329807108324356,0.03251783922314644,X1
18.329807108324356,0.031046440824866295,X1
23.357214690901213,0.030042018741369247,X1
23.357214690901213,0.03367635980248451,X1
23.357214690901213,0.03156561031937599,X1
23.357214690901213,0.029461713507771492,X1
23.357214690901213,0.03517983853816986,X1
29.76351441631318,0.036649830639362335,X1
29.76351441631318,0.029078342020511627,X1
29.76351441631318,0.03196212649345398,X1
29.76351441631318,0.030070101842284203,X1
29.76351441631318,0.03151411935687065,X1
37.926901907322495,0.02800421603024006,X1
37.926901907322495,0.029928814619779587,X1
37.926901907322495,0.03341851383447647,X1
37.926901907322495,0.033170707523822784,X1
37.926901907322495,0.03517509996891022,X1
48.32930238571752,0.03088885359466076,X1
48.32930238571752,0.03419339656829834,X1
48.32930238571752,0.031230149790644646,X1
48.32930238571752,0.03148409724235535,X1
48.32930238571752,0.03333255276083946,X1
61.584821106602604,0.03244266286492348,X1
61.584821106602604,0.031569670885801315,X1
61.584821106602604,0.03152875602245331,X1
61.584821106602604,0.031321074813604355,X1
61.584821106602604,0.03575211018323898,X1
78.47599703514611,0.032354749739170074,X1
78.47599703514611,0.033113934099674225,X1
78.47599703514611,0.03227507323026657,X1
78.47599703514611,0.032836269587278366,X1
78.47599703514611,0.032777588814496994,X1
100.0,0.0339285284280777,X1
100.0,0.03157645836472511,X1
100.0,0.034645382314920425,X1
100.0,0.03475039452314377,X1
100.0,0.030248485505580902,X1
1.0,0.04461261257529259,X2
1.0,0.05762576311826706,X2
1.0,0.06894759088754654,X2
1.0,0.051955197006464005,X2
1.0,0.06116136163473129,X2
1.2742749857031337,0.06637107580900192,X2
1.2742749857031337,0.035264093428850174,X2
1.2742749857031337,0.04784271493554115,X2
1.2742749857031337,0.04915066063404083,X2
1.2742749857031337,0.058940380811691284,X2
1.6237767391887217,0.04405158385634422,X2
1.6237767391887217,0.04615424573421478,X2
1.6237767391887217,0.06931617110967636,X2
1.6237767391887217,0.0426211804151535,X2
1.6237767391887217,0.04152654856443405,X2
2.0691380811147897,0.04266424849629402,X2
2.0691380811147897,0.05936425179243088,X2
2.0691380811147897,0.05910814180970192,X2
2.0691380811147897,0.03792199864983559,X2
2.0691380811147897,0.03313516825437546,X2
2.636650898730358,0.0454435832798481,X2
2.636650898730358,0.037800904363393784,X2
2.636650898730358,0.05887717753648758,X2
2.636650898730358,0.028148895129561424,X2
2.636650898730358,0.04064680263400078,X2
3.3598182862837818,0.036019451916217804,X2
3.3598182862837818,0.04120509326457977,X2
3.3598182862837818,0.03485047444701195,X2
3.3598182862837818,0.040497906506061554,X2
3.3598182862837818,0.0340881310403347,X2
4.281332398719393,0.03304390609264374,X2
4.281332398719393,0.0395878404378891,X2
4.281332398719393,0.030960937961935997,X2
4.281332398719393,0.03300686925649643,X2
4.281332398719393,0.041294895112514496,X2
5.455594781168519,0.03887711837887764,X2
5.455594781168519,0.025009607896208763,X2
5.455594781168519,0.036435142159461975,X2
5.455594781168519,0.033444859087467194,X2
5.455594781168519,0.0325452946126461,X2
6.951927961775605,0.03113381192088127,X2
6.951927961775605,0.03210045024752617,X2
6.951927961775605,0.03623893857002258,X2
6.951927961775605,0.02834276854991913,X2
6.951927961775605,0.027505164965987206,X2
8.858667904100825,0.03641611337661743,X2
8.858667904100825,0.026298049837350845,X2
8.858667904100825,0.030453935265541077,X2
8.858667904100825,0.025044968351721764,X2
8.858667904100825,0.032645586878061295,X2
11.28837891684689,0.031579162925481796,X2
11.28837891684689,0.02862817794084549,X2
11.28837891684689,0.027244556695222855,X2
11.28837891684689,0.028793582692742348,X2
11.28837891684689,0.02491532266139984,X2
14.38449888287663,0.03244119510054588,X2
14.38449888287663,0.024242443963885307,X2
14.38449888287663,0.024555809795856476,X2
14.38449888287663,0.029931752011179924,X2
14.38449888287663,0.02669021487236023,X2
18.329807108324356,0.025217970833182335,X2
18.329807108324356,0.029157297685742378,X2
18.329807108324356,0.026683159172534943,X2
18.329807108324356,0.026123153045773506,X2
18.329807108324356,0.02667027898132801,X2
23.357214690901213,0.02642516791820526,X2
23.357214690901213,0.026126112788915634,X2
23.357214690901213,0.023953577503561974,X2
23.357214690901213,0.027251755818724632,X2
23.357214690901213,0.027114540338516235,X2
29.76351441631318,0.026161860674619675,X2
29.76351441631318,0.023746909573674202,X2
29.76351441631318,0.02686430886387825,X2
29.76351441631318,0.0250040702521801,X2
29.76351441631318,0.028479820117354393,X2
37.926901907322495,0.027476821094751358,X2
37.926901907322495,0.026643376797437668,X2
37.926901907322495,0.024335267022252083,X2
37.926901907322495,0.025612231343984604,X2
37.926901907322495,0.025833146646618843,X2
48.32930238571752,0.024173986166715622,X2
48.32930238571752,0.0287646371871233,X2
48.32930238571752,0.02519306354224682,X2
48.32930238571752,0.02584783360362053,X2
48.32930238571752,0.025681981816887856,X2
61.584821106602604,0.02319004014134407,X2
61.584821106602604,0.02885049767792225,X2
61.584821106602604,0.025082210078835487,X2
61.584821106602604,0.02646097168326378,X2
61.584821106602604,0.026397209614515305,X2
78.47599703514611,0.02383127436041832,X2
78.47599703514611,0.029439149424433708,X2
78.47599703514611,0.02425568364560604,X2
78.47599703514611,0.026273556053638458,X2
78.47599703514611,0.02659018710255623,X2
100.0,0.023903436958789825,X2
100.0,0.024817680940032005,X2
100.0,0.02866472862660885,X2
100.0,0.02569984272122383,X2
100.0,0.027846939861774445,X2
1.0,0.04322689771652222,X3
1.0,0.032959677278995514,X3
1.0,0.04771273210644722,X3
1.0,0.037112168967723846,X3
1.0,0.04276313632726669,X3
1.2742749857031337,0.03491981700062752,X3
1.2742749857031337,0.03243103250861168,X3
1.2742749857031337,0.031763914972543716,X3
1.2742749857031337,0.03662536293268204,X3
1.2742749857031337,0.0660066157579422,X3
1.6237767391887217,0.027507292106747627,X3
1.6237767391887217,0.03474646806716919,X3
1.6237767391887217,0.03508710488677025,X3
1.6237767391887217,0.0372198261320591,X3
1.6237767391887217,0.0482979454100132,X3
2.0691380811147897,0.029451020061969757,X3
2.0691380811147897,0.03796214237809181,X3
2.0691380811147897,0.029418891295790672,X3
2.0691380811147897,0.032069213688373566,X3
2.0691380811147897,0.041234154254198074,X3
2.636650898730358,0.035242218524217606,X3
2.636650898730358,0.032642096281051636,X3
2.636650898730358,0.03628450259566307,X3
2.636650898730358,0.028976036235690117,X3
2.636650898730358,0.03253911808133125,X3
3.3598182862837818,0.03955348953604698,X3
3.3598182862837818,0.030169814825057983,X3
3.3598182862837818,0.030587071552872658,X3
3.3598182862837818,0.03129053860902786,X3
3.3598182862837818,0.03277205675840378,X3
4.281332398719393,0.03196324035525322,X3
4.281332398719393,0.03145205229520798,X3
4.281332398719393,0.03656379505991936,X3
