lam,mse,variable
1.0,0.06501688063144684,X1
1.0,0.06596402823925018,X1
1.0,0.07700927555561066,X1
1.0,0.10179901123046875,X1
1.0,0.0942748486995697,X1
1.2742749857031337,0.07052763551473618,X1
1.2742749857031337,0.07350488007068634,X1
1.2742749857031337,0.08174195140600204,X1
1.2742749857031337,0.08436519652605057,X1
1.2742749857031337,0.08983393013477325,X1
1.6237767391887217,0.09779991209506989,X1
1.6237767391887217,0.08081624656915665,X1
1.6237767391887217,0.09066537022590637,X1
1.6237767391887217,0.07232531160116196,X1
1.6237767391887217,0.054564546793699265,X1
2.0691380811147897,0.08299650996923447,X1
2.0691380811147897,0.06673059612512589,X1
2.0691380811147897,0.0731959417462349,X1
2.0691380811147897,0.07551448792219162,X1
2.0691380811147897,0.08615752309560776,X1
2.636650898730358,0.07464955002069473,X1
2.636650898730358,0.062476228922605515,X1
2.636650898730358,0.07711292058229446,X1
2.636650898730358,0.0788373276591301,X1
2.636650898730358,0.0717192143201828,X1
3.3598182862837818,0.07165384292602539,X1
3.3598182862837818,0.06332158297300339,X1
3.3598182862837818,0.08310025930404663,X1
3.3598182862837818,0.06396018713712692,X1
3.3598182862837818,0.07390096783638,X1
4.281332398719393,0.055689867585897446,X1
4.281332398719393,0.0700024962425232,X1
4.281332398719393,0.0803140327334404,X1
4.281332398719393,0.06441491097211838,X1
4.281332398719393,0.07166488468647003,X1
5.455594781168519,0.06680860370397568,X1
5.455594781168519,0.06595821678638458,X1
5.455594781168519,0.05728710815310478,X1
5.455594781168519,0.06652747839689255,X1
5.455594781168519,0.06769991666078568,X1
6.951927961775605,0.05531058833003044,X1
6.951927961775605,0.0640268325805664,X1
6.951927961775605,0.061993569135665894,X1
6.951927961775605,0.06444152444601059,X1
6.951927961775605,0.061046190559864044,X1
8.858667904100825,0.05500269681215286,X1
8.858667904100825,0.05259418860077858,X1
8.858667904100825,0.06458224356174469,X1
8.858667904100825,0.05939935892820358,X1
8.858667904100825,0.0572962649166584,X1
11.28837891684689,0.055017102509737015,X1
11.28837891684689,0.04991847276687622,X1
11.28837891684689,0.054763879626989365,X1
11.28837891684689,0.06036712974309921,X1
11.28837891684689,0.05482026934623718,X1
14.38449888287663,0.05317828059196472,X1
14.38449888287663,0.05057255178689957,X1
14.38449888287663,0.043867044150829315,X1
14.38449888287663,0.054942287504673004,X1
14.38449888287663,0.05742097645998001,X1
18.329807108324356,0.047930020838975906,X1
18.329807108324356,0.05002579092979431,X1
18.329807108324356,0.045786503702402115,X1
18.329807108324356,0.05092508718371391,X1
18.329807108324356,0.053145427256822586,X1
23.357214690901213,0.05353151634335518,X1
23.357214690901213,0.050294842571020126,X1
23.357214690901213,0.043676164001226425,X1
23.357214690901213,0.04490964859724045,X1
23.357214690901213,0.04422701895236969,X1
29.76351441631318,0.04611038789153099,X1
29.76351441631318,0.0461873896420002,X1
29.76351441631318,0.0425897091627121,X1
29.76351441631318,0.04481614753603935,X1
29.76351441631318,0.04746677726507187,X1
37.926901907322495,0.041556354612112045,X1
37.926901907322495,0.04313952475786209,X1
37.926901907322495,0.04276219382882118,X1
37.926901907322495,0.04420929402112961,X1
37.926901907322495,0.048574455082416534,X1
48.32930238571752,0.04352973774075508,X1
48.32930238571752,0.04442274570465088,X1
48.32930238571752,0.040819715708494186,X1
48.32930238571752,0.04501945897936821,X1
48.32930238571752,0.04001313075423241,X1
61.584821106602604,0.03827764466404915,X1
61.584821106602604,0.04442238435149193,X1
61.584821106602604,0.03841085731983185,X1
61.584821106602604,0.04270457476377487,X1
61.584821106602604,0.043864645063877106,X1
78.47599703514611,0.03723263740539551,X1
78.47599703514611,0.043484147638082504,X1
78.47599703514611,0.045523591339588165,X1
78.47599703514611,0.03907307609915733,X1
78.47599703514611,0.03818192332983017,X1
100.0,0.04095233976840973,X1
100.0,0.03928384184837341,X1
100.0,0.03775400295853615,X1
100.0,0.04206842556595802,X1
100.0,0.03996821120381355,X1
1.0,0.04237412288784981,X2
1.0,0.043947331607341766,X2
1.0,0.03629111126065254,X2
1.0,0.038697388023138046,X2
1.0,0.03621724247932434,X2
1.2742749857031337,0.039569925516843796,X2
1.2742749857031337,0.03892882168292999,X2
1.2742749857031337,0.04282674193382263,X2
