,lam,mse
0,1.0,0.04032256454229355
1,1.0,0.04592285305261612
2,1.0,0.054068345576524734
3,1.0,0.045787930488586426
4,1.0,0.058225855231285095
5,1.2742749857031337,0.05012151971459389
6,1.2742749857031337,0.05675916373729706
7,1.2742749857031337,0.043947406113147736
8,1.2742749857031337,0.04000556096434593
9,1.2742749857031337,0.04100114107131958
10,1.6237767391887217,0.05114884302020073
11,1.6237767391887217,0.04934009164571762
12,1.6237767391887217,0.04120156541466713
13,1.6237767391887217,0.048603616654872894
14,1.6237767391887217,0.037420615553855896
15,2.0691380811147897,0.043635185807943344
16,2.0691380811147897,0.046180736273527145
17,2.0691380811147897,0.044371042400598526
18,2.0691380811147897,0.04101117327809334
19,2.0691380811147897,0.04005790129303932
20,2.636650898730358,0.04114633426070213
21,2.636650898730358,0.036007095128297806
22,2.636650898730358,0.040947794914245605
23,2.636650898730358,0.04504968598484993
24,2.636650898730358,0.042081430554389954
25,3.3598182862837818,0.039951618760824203
26,3.3598182862837818,0.038842055946588516
27,3.3598182862837818,0.04089885950088501
28,3.3598182862837818,0.040502678602933884
29,3.3598182862837818,0.040199197828769684
30,4.281332398719393,0.039103589951992035
31,4.281332398719393,0.037592459470033646
32,4.281332398719393,0.039029110223054886
33,4.281332398719393,0.04195168986916542
34,4.281332398719393,0.038621027022600174
35,5.455594781168519,0.03751477971673012
36,5.455594781168519,0.03781026601791382
37,5.455594781168519,0.04148254916071892
38,5.455594781168519,0.03872710466384888
39,5.455594781168519,0.037145644426345825
40,6.951927961775605,0.03526437282562256
41,6.951927961775605,0.038397178053855896
42,6.951927961775605,0.0389898419380188
43,6.951927961775605,0.037618957459926605
44,6.951927961775605,0.03990919888019562
45,8.858667904100825,0.03743858262896538
46,8.858667904100825,0.03742050379514694
47,8.858667904100825,0.03902803733944893
48,8.858667904100825,0.039071403443813324
49,8.858667904100825,0.03471431881189346
50,11.28837891684689,0.040197886526584625
51,11.28837891684689,0.03758455812931061
52,11.28837891684689,0.03605649992823601
53,11.28837891684689,0.03841327875852585
54,11.28837891684689,0.03461458534002304
55,14.38449888287663,0.03642299026250839
56,14.38449888287663,0.037261102348566055
57,14.38449888287663,0.03636695444583893
58,14.38449888287663,0.039659690111875534
59,14.38449888287663,0.03710220754146576
60,18.329807108324356,0.0364418588578701
61,18.329807108324356,0.035161010921001434
62,18.329807108324356,0.03600984811782837
63,18.329807108324356,0.03667574003338814
64,18.329807108324356,0.04175465553998947
65,23.357214690901213,0.035654161125421524
66,23.357214690901213,0.034842461347579956
67,23.357214690901213,0.039187267422676086
68,23.357214690901213,0.037206947803497314
69,23.357214690901213,0.04051464796066284
70,29.76351441631318,0.03666840121150017
71,29.76351441631318,0.03577454760670662
72,29.76351441631318,0.03931126371026039
73,29.76351441631318,0.03789760544896126
74,29.76351441631318,0.03880366310477257
75,37.926901907322495,0.03551393374800682
76,37.926901907322495,0.03833228722214699
77,37.926901907322495,0.035022515803575516
78,37.926901907322495,0.04113101214170456
79,37.926901907322495,0.03905836120247841
80,48.32930238571752,0.041677288711071014
81,48.32930238571752,0.037543002516031265
82,48.32930238571752,0.039361197501420975
83,48.32930238571752,0.03542949631810188
84,48.32930238571752,0.03784516826272011
85,61.584821106602604,0.03772752359509468
86,61.584821106602604,0.04153864458203316
87,61.584821106602604,0.04190370813012123
88,61.584821106602604,0.0377013199031353
89,61.584821106602604,0.035711754113435745
90,78.47599703514611,0.041439883410930634
91,78.47599703514611,0.03776000812649727
92,78.47599703514611,0.038811687380075455
93,78.47599703514611,0.037703581154346466
94,78.47599703514611,0.04221692681312561
95,100.0,0.03910226374864578
96,100.0,0.03924357146024704
97,100.0,0.03912661597132683
98,100.0,0.042874015867710114
99,100.0,0.04112984985113144
