,lam,mse
0,1.0,0.08611810952425003
1,1.0,0.11105161905288696
2,1.0,0.11012815684080124
3,1.0,0.09472324699163437
4,1.0,0.10058122128248215
5,1.2742749857031337,0.09176772832870483
6,1.2742749857031337,0.07317964732646942
7,1.2742749857031337,0.08369437605142593
8,1.2742749857031337,0.08051786571741104
9,1.2742749857031337,0.10758955031633377
10,1.6237767391887217,0.07975885272026062
11,1.6237767391887217,0.0780220478773117
12,1.6237767391887217,0.07731325179338455
13,1.6237767391887217,0.06890005618333817
14,1.6237767391887217,0.07003815472126007
15,2.0691380811147897,0.0639243796467781
16,2.0691380811147897,0.07429224252700806
17,2.0691380811147897,0.0725933387875557
18,2.0691380811147897,0.06346023082733154
19,2.0691380811147897,0.059289924800395966
20,2.636650898730358,0.05356545373797417
21,2.636650898730358,0.06758280843496323
22,2.636650898730358,0.058473169803619385
23,2.636650898730358,0.05821146070957184
24,2.636650898730358,0.06085488572716713
25,3.3598182862837818,0.05378279089927673
26,3.3598182862837818,0.06319651752710342
27,3.3598182862837818,0.050735194236040115
28,3.3598182862837818,0.050841424614191055
29,3.3598182862837818,0.051185380667448044
30,4.281332398719393,0.0508369505405426
31,4.281332398719393,0.04598584026098251
32,4.281332398719393,0.05120144039392471
33,4.281332398719393,0.04763350635766983
34,4.281332398719393,0.04949502646923065
35,5.455594781168519,0.04718584194779396
36,5.455594781168519,0.04343348741531372
37,5.455594781168519,0.04555207118391991
38,5.455594781168519,0.04557152837514877
39,5.455594781168519,0.04493824020028114
40,6.951927961775605,0.04084320366382599
41,6.951927961775605,0.042783111333847046
42,6.951927961775605,0.041377682238817215
43,6.951927961775605,0.04596300423145294
44,6.951927961775605,0.041763998568058014
45,8.858667904100825,0.03644575551152229
46,8.858667904100825,0.03898315131664276
47,8.858667904100825,0.046404290944337845
48,8.858667904100825,0.03953623026609421
49,8.858667904100825,0.03994006663560867
50,11.28837891684689,0.03807588666677475
51,11.28837891684689,0.04160686954855919
52,11.28837891684689,0.04179568961262703
53,11.28837891684689,0.03674918785691261
54,11.28837891684689,0.03719477355480194
55,14.38449888287663,0.037637341767549515
56,14.38449888287663,0.0368477888405323
57,14.38449888287663,0.03815455734729767
58,14.38449888287663,0.036391545087099075
59,14.38449888287663,0.04096860811114311
60,18.329807108324356,0.03869812190532684
61,18.329807108324356,0.03658437728881836
62,18.329807108324356,0.038985367864370346
63,18.329807108324356,0.03666691109538078
64,18.329807108324356,0.03734507039189339
65,23.357214690901213,0.037862300872802734
66,23.357214690901213,0.035995759069919586
67,23.357214690901213,0.036162152886390686
68,23.357214690901213,0.03732578083872795
69,23.357214690901213,0.038457151502370834
70,29.76351441631318,0.038100309669971466
71,29.76351441631318,0.03902155160903931
72,29.76351441631318,0.034422148019075394
73,29.76351441631318,0.03867613524198532
74,29.76351441631318,0.03567034751176834
75,37.926901907322495,0.041093859821558
76,37.926901907322495,0.0361286886036396
77,37.926901907322495,0.036253925412893295
78,37.926901907322495,0.037449806928634644
79,37.926901907322495,0.03560300171375275
80,48.32930238571752,0.03760865703225136
81,48.32930238571752,0.041570693254470825
82,48.32930238571752,0.03651066869497299
83,48.32930238571752,0.036507491022348404
84,48.32930238571752,0.036167044192552567
85,61.584821106602604,0.0365414135158062
86,61.584821106602604,0.03736874461174011
87,61.584821106602604,0.03989237919449806
88,61.584821106602604,0.03981563076376915
89,61.584821106602604,0.03650131821632385
90,78.47599703514611,0.036126166582107544
91,78.47599703514611,0.04000024497509003
92,78.47599703514611,0.04009897634387016
93,78.47599703514611,0.039190806448459625
94,78.47599703514611,0.03669516742229462
95,100.0,0.04112258926033974
96,100.0,0.03729686513543129
97,100.0,0.03674294054508209
98,100.0,0.04094248265028
99,100.0,0.038541026413440704
