variable,method,time,vi,train_loss,test_loss
all,full model,36.97891807556152,0.0,0.012031234800815582,0.01264150533825159
X1,dropout,0.0,2.282819434069097,2.3037354946136475,2.2954609394073486
X1,lazy,1.3216609954833984,1.1450036009773612,1.1390005350112915,1.1576451063156128
X1,retrain,41.87351679801941,1.0335476836189628,1.0085049867630005,1.0461891889572144
X2,dropout,0.0,1.48025147523731,1.4536992311477661,1.4928929805755615
X2,lazy,1.2493371963500977,0.6805098494514823,0.6565634608268738,0.6931513547897339
X2,retrain,41.397496938705444,0.6813088497146964,0.63450688123703,0.693950355052948
X3,dropout,0.0,0.989317818544805,1.0096498727798462,1.0019593238830566
X3,lazy,1.378910779953003,0.9943616827949882,1.001519799232483,1.0070031881332397
X3,retrain,35.07788014411926,1.0074140271171927,0.9970527291297913,1.0200555324554443
all,full model,20.782931327819824,0.0,0.012530590407550335,0.01276051253080368
X1,dropout,0.0,2.168693907558918,2.2752578258514404,2.1814544200897217
X1,lazy,1.1951673030853271,1.1028386428952217,1.0326231718063354,1.1155991554260254
X1,retrain,32.62860894203186,0.9985613897442818,0.9245758652687073,1.0113219022750854
X2,dropout,0.0,1.3000259473919868,1.4475518465042114,1.3127864599227905
X2,lazy,1.3623828887939453,0.6812365725636482,0.6548904776573181,0.6939970850944519
X2,retrain,31.191009998321533,0.6152177527546883,0.592154324054718,0.6279782652854919
X3,dropout,0.0,1.022029884159565,1.014561653137207,1.0347903966903687
X3,lazy,1.2033710479736328,1.034953959286213,1.0108469724655151,1.0477144718170166
X3,retrain,41.96357011795044,1.0507545545697212,0.9981215596199036,1.063515067100525
all,full model,21.926122903823853,0.0,0.011918725445866585,0.011945325881242752
X1,dropout,0.0,2.3012103252112865,2.271576404571533,2.3131556510925293
X1,lazy,1.2156758308410645,1.0537333898246288,1.0189168453216553,1.0656787157058716
X1,retrain,38.13396406173706,1.0370035581290722,0.9805915951728821,1.048948884010315
X2,dropout,0.0,1.4636185579001904,1.4532920122146606,1.475563883781433
