variable,method,time,vi,train_loss,test_loss
all,full model,8.38801908493042,0.0,0.023097360506653786,0.022917676717042923
X1,dropout,0.0,0.032257381826639175,0.053760625422000885,0.0551750585436821
X1,lazy,2.4996280670166016,0.01784271001815796,0.0403638556599617,0.04076038673520088
X1,retrain,3.44437313079834,0.01592233031988144,0.038470592349767685,0.03884000703692436
X2,dropout,0.0,0.021371550858020782,0.04538179188966751,0.044289227575063705
X2,lazy,1.3823671340942383,0.006920492276549339,0.031688299030065536,0.029838168993592262
X2,retrain,5.383028984069824,0.010717570781707764,0.035420551896095276,0.03363524749875069
X3,dropout,0.0,0.017059769481420517,0.03864321485161781,0.03997744619846344
X3,lazy,1.3784198760986328,0.024401020258665085,0.04702206701040268,0.04731869697570801
X3,retrain,3.9471540451049805,0.019177217036485672,0.0411250926554203,0.042094893753528595
X4,dropout,0.0,-0.0007669571787118912,0.02321554906666279,0.022150719538331032
X4,lazy,1.4748330116271973,0.0023911111056804657,0.027027130126953125,0.02530878782272339
X4,retrain,3.934035062789917,-0.0025937389582395554,0.021638356149196625,0.020323937758803368
X5,dropout,0.0,-0.0012540947645902634,0.022801226004958153,0.02166358195245266
X5,lazy,1.3423161506652832,0.0031485706567764282,0.02809852920472622,0.02606624737381935
X5,retrain,6.6871349811553955,-0.009019140154123306,0.01436699740588665,0.013898536562919617
X6,dropout,0.0,-5.895458161830902e-05,0.023146890103816986,0.022858722135424614
X6,lazy,1.3360681533813477,0.0034740883857011795,0.027832284569740295,0.026391765102744102
X6,retrain,2.7676737308502197,-0.00502287782728672,0.018149465322494507,0.017894798889756203
all,full model,5.612940788269043,0.0,0.020541081205010414,0.021720092743635178
X1,dropout,0.0,0.03561132028698921,0.05647505447268486,0.05733141303062439
X1,lazy,1.5533959865570068,0.016955796629190445,0.036104388535022736,0.03867588937282562
X1,retrain,4.285477161407471,0.025649938732385635,0.045004408806562424,0.04737003147602081
X2,dropout,0.0,0.020052868872880936,0.04067695885896683,0.04177296161651611
X2,lazy,1.3995649814605713,0.013320200145244598,0.03515944257378578,0.035040292888879776
X2,retrain,5.796618223190308,0.009406054392457008,0.02983744814991951,0.031126147136092186
X3,dropout,0.0,0.014319933950901031,0.03738696128129959,0.03604002669453621
X3,lazy,1.5572490692138672,0.023530807346105576,0.048105888068675995,0.04525090008974075
X3,retrain,5.753810882568359,0.0155109241604805,0.03856724128127098,0.03723101690411568
X4,dropout,0.0,-0.0005854517221450806,0.020206335932016373,0.021134641021490097
X4,lazy,1.425583839416504,0.008993133902549744,0.03114665485918522,0.03071322664618492
X4,retrain,3.0824079513549805,0.0023206695914268494,0.02332659624516964,0.024040762335062027
X5,dropout,0.0,-0.0005821250379085541,0.020015623420476913,0.021137967705726624
X5,lazy,1.4672582149505615,0.01121353730559349,0.03330858424305916,0.03293363004922867
X5,retrain,4.534183979034424,0.0030236467719078064,0.023539971560239792,0.024743739515542984
X6,dropout,0.0,-0.0008136238902807236,0.02006937563419342,0.020906468853354454
X6,lazy,1.423004150390625,0.011367619037628174,0.03332517296075821,0.03308771178126335
X6,retrain,6.556952953338623,-0.007054808549582958,0.013913833536207676,0.01466528419405222
all,full model,2.4956862926483154,0.0,0.02386384829878807,0.025474920868873596
X1,dropout,0.0,0.04014106094837189,0.06653959304094315,0.06561598181724548
X1,lazy,1.3240258693695068,0.04211336374282837,0.0662044957280159,0.06758828461170197
X1,retrain,4.882357120513916,0.019999198615550995,0.045606229454278946,0.04547411948442459
X2,dropout,0.0,0.02008860558271408,0.04286294803023338,0.04556352645158768
X2,lazy,1.3359811305999756,0.04453258216381073,0.06481868773698807,0.07000750303268433
X2,retrain,3.9881129264831543,0.010205809026956558,0.032461948692798615,0.035680729895830154
