variable,method,time,vi,train_loss,test_loss
X3,lazy,4.44289493560791,0.01953141763806343,0.03692498430609703,0.041144754737615585
X3,retrain,3.0168910026550293,0.016322370618581772,0.03448796644806862,0.037935707718133926
X4,dropout,0.0,0.0006636101752519608,0.021866530179977417,0.022276947274804115
X4,lazy,4.511606216430664,-0.002174515277147293,0.018171748146414757,0.01943882182240486
X4,retrain,3.518933057785034,-0.009281768463551998,0.011764690279960632,0.012331568636000156
X5,dropout,0.0,0.00023542903363704681,0.0221662949770689,0.0218487661331892
X5,lazy,4.2967963218688965,-0.003948112949728966,0.01680314913392067,0.01766522414982319
X5,retrain,3.3046138286590576,-0.010592048056423664,0.010349417105317116,0.01102128904312849
X6,dropout,0.0,0.00019931234419345856,0.022198203951120377,0.021812649443745613
X6,lazy,4.410576105117798,-0.0009205341339111328,0.019635813310742378,0.02069280296564102
X6,retrain,3.3805627822875977,-0.006938852369785309,0.014147404581308365,0.014674484729766846
all,full model,4.393417835235596,0.0,0.011931884102523327,0.013970891945064068
X1,dropout,0.0,0.03300576750189066,0.040962059050798416,0.04697665944695473
X1,lazy,4.1898229122161865,0.020947043783962727,0.030760254710912704,0.034917935729026794
X1,retrain,2.419706106185913,0.027205624617636204,0.03526211529970169,0.04117651656270027
X2,dropout,0.0,0.02397171128541231,0.03405041992664337,0.03794260323047638
X2,lazy,4.558619976043701,0.015920414589345455,0.02764163538813591,0.029891306534409523
X2,retrain,3.007167100906372,0.01603254582732916,0.02788138948380947,0.030003437772393227
X3,dropout,0.0,0.02055895049124956,0.031852759420871735,0.03452984243631363
X3,lazy,4.564913034439087,0.022508074529469013,0.03342664614319801,0.03647896647453308
X3,retrain,2.8986318111419678,0.021469020284712315,0.032359249889850616,0.03543991222977638
X4,dropout,0.0,-0.0003889864310622215,0.011869216337800026,0.013581905514001846
X4,lazy,4.299536943435669,0.0012544849887490273,0.013979787938296795,0.015225376933813095
X4,retrain,5.164836168289185,-0.0007775882259011269,0.0112795140594244,0.013193303719162941
X5,dropout,0.0,-0.0002894122153520584,0.012113340198993683,0.01368147972971201
X5,lazy,4.748957872390747,0.003308466635644436,0.016180653125047684,0.017279358580708504
X5,retrain,4.00484824180603,0.0004185391589999199,0.012411648407578468,0.014389431104063988
X6,dropout,0.0,-0.00019280333071947098,0.011891000904142857,0.013778088614344597
X6,lazy,4.804781913757324,0.0019075116142630577,0.014385459944605827,0.015878403559327126
X6,retrain,3.416322946548462,-9.917654097080231e-05,0.012124433182179928,0.013871715404093266
all,full model,4.2794270515441895,0.0,0.011608770117163658,0.012469441629946232
X1,dropout,0.0,0.03209189232438803,0.04548007249832153,0.04456133395433426
X1,lazy,4.316312789916992,0.02255070861428976,0.03465782105922699,0.03502015024423599
X1,retrain,2.2307190895080566,0.02443892788141966,0.037415578961372375,0.03690836951136589
X2,dropout,0.0,0.022454689256846905,0.03192118555307388,0.03492413088679314
X2,lazy,5.30789589881897,0.015851705335080624,0.024414636194705963,0.028321146965026855
X2,retrain,2.7106480598449707,0.0209767771884799,0.030912701040506363,0.03344621881842613
X3,dropout,0.0,0.01800535898655653,0.032339733093976974,0.030474800616502762
X3,lazy,5.646756887435913,0.018326944671571255,0.032210879027843475,0.030796386301517487
X3,retrain,3.243211030960083,0.023812788538634777,0.037727050483226776,0.03628223016858101
X4,dropout,0.0,-0.00046028662472963333,0.011798832565546036,0.012009155005216599
X4,lazy,4.578271150588989,-0.0007710112258791924,0.01161626074463129,0.01169843040406704
X4,retrain,2.942673921585083,-0.0010371394455432892,0.01152702234685421,0.011432302184402943
X5,dropout,0.0,-0.0006839735433459282,0.011329851113259792,0.011785468086600304
X5,lazy,4.693366765975952,-0.0007180618122220039,0.01156742125749588,0.011751379817724228
X5,retrain,5.315990924835205,-0.0006509451195597649,0.011702698655426502,0.011818496510386467
X6,dropout,0.0,-0.000484514981508255,0.011650120839476585,0.011984926648437977
X6,lazy,8.147106885910034,-0.00044599641114473343,0.012058980762958527,0.012023445218801498
X6,retrain,7.084665775299072,-0.00046990811824798584,0.011534737423062325,0.011999533511698246
all,full model,6.419986963272095,0.0,0.011052608489990234,0.011090058833360672
X1,dropout,0.0,0.032591313123703,0.04285154864192009,0.043681371957063675
X1,lazy,5.129207134246826,0.022962138056755066,0.033347781747579575,0.03405219689011574
X1,retrain,3.693882703781128,0.02244699001312256,0.03265811875462532,0.03353704884648323
X2,dropout,0.0,0.022410202771425247,0.033442430198192596,0.03350026160478592
X2,lazy,5.3791890144348145,0.015352260321378708,0.02607264555990696,0.02644231915473938
X2,retrain,2.3579049110412598,0.02078786864876747,0.03173089027404785,0.03187792748212814
X3,dropout,0.0,0.01954534649848938,0.03169688582420349,0.030635405331850052
X3,lazy,5.265525817871094,0.019276050850749016,0.030887790024280548,0.030366109684109688
X3,retrain,2.684830904006958,0.024565450847148895,0.03529882803559303,0.03565550968050957
X4,dropout,0.0,-0.00015321280807256699,0.01122251059859991,0.010936846025288105
X4,lazy,5.197628974914551,-0.0001067453995347023,0.011172482743859291,0.01098331343382597
X4,retrain,4.301790952682495,0.00036451034247875214,0.011709770187735558,0.011454569175839424
X5,dropout,0.0,-0.0001527024433016777,0.011117648333311081,0.010937356390058994
X5,lazy,4.463978052139282,-0.0002705436199903488,0.010973391123116016,0.010819515213370323
X5,retrain,4.141836643218994,0.0024217767640948296,0.013512670993804932,0.013511835597455502
X6,dropout,0.0,-0.00012634508311748505,0.011204141192138195,0.010963713750243187
X6,lazy,4.59444785118103,0.00025936588644981384,0.011622139252722263,0.011349424719810486
X6,retrain,2.63883900642395,0.008104406297206879,0.019571077078580856,0.01919446513056755
all,full model,4.688673973083496,0.0,0.012580446898937225,0.012452295050024986
X1,dropout,0.0,0.03612036071717739,0.047658372670412064,0.04857265576720238
X1,lazy,4.596184015274048,0.020789308473467827,0.03456496447324753,0.03324160352349281
X1,retrain,2.858922004699707,0.0272833239287138,0.0393378771841526,0.039735618978738785
X2,dropout,0.0,0.021410131826996803,0.03265273943543434,0.03386242687702179
X2,lazy,6.621146202087402,0.013862889260053635,0.02565077133476734,0.02631518431007862
X2,retrain,3.2926721572875977,0.01926875300705433,0.03128337860107422,0.031721048057079315
X3,dropout,0.0,0.019301490858197212,0.03142856806516647,0.0317537859082222
X3,lazy,7.351454019546509,0.02180381678044796,0.03440948575735092,0.034256111830472946
X3,retrain,3.0835461616516113,0.02120780013501644,0.03420889005064964,0.03366009518504143
X4,dropout,0.0,-0.00043788738548755646,0.01252033095806837,0.01201440766453743
X4,lazy,6.1221559047698975,0.0023560943081974983,0.015902770683169365,0.014808389358222485
X4,retrain,7.819701910018921,-0.00022256653755903244,0.01308214571326971,0.012229728512465954
X5,dropout,0.0,-0.00031874049454927444,0.012592229060828686,0.012133554555475712
X5,lazy,7.590609073638916,0.0005234396085143089,0.01391939539462328,0.012975734658539295
X5,retrain,5.901575803756714,-0.0001675514504313469,0.012772017158567905,0.01228474359959364
X6,dropout,0.0,-0.00034128595143556595,0.012607758864760399,0.01211100909858942
X6,lazy,4.868362903594971,0.002639410085976124,0.016203422099351883,0.01509170513600111
X6,retrain,4.8285298347473145,-0.00019682105630636215,0.012838988564908504,0.012255473993718624
all,full model,5.442615032196045,0.0,0.012756614945828915,0.013840632513165474
X1,dropout,0.0,0.03649419732391834,0.04819018766283989,0.050334829837083817
X1,lazy,5.069807291030884,0.020383713766932487,0.032837532460689545,0.03422434628009796
X1,retrain,3.869821310043335,0.025303563103079796,0.03773019462823868,0.03914419561624527
X2,dropout,0.0,0.021480808034539223,0.03436234965920448,0.0353214405477047
X2,lazy,6.177577018737793,0.013658983632922173,0.026082832366228104,0.027499616146087646
X2,retrain,4.694316148757935,0.012834347784519196,0.025154121220111847,0.02667498029768467
X3,dropout,0.0,0.01941692642867565,0.03256669640541077,0.033257558941841125
X3,lazy,5.0366199016571045,0.018986033275723457,0.03171742334961891,0.03282666578888893
X3,retrain,3.423104763031006,0.022119810804724693,0.0343969352543354,0.03596044331789017
X4,dropout,0.0,-0.0005703680217266083,0.01266681868582964,0.013270264491438866
X4,lazy,5.225155830383301,-0.0016993731260299683,0.011580279096961021,0.012141259387135506
X4,retrain,4.186310291290283,-0.0018806513398885727,0.011655844748020172,0.011959981173276901
X5,dropout,0.0,-0.000681673176586628,0.012388426810503006,0.013158959336578846
X5,lazy,4.860856771469116,-0.0017924811691045761,0.01144825853407383,0.012048151344060898
X5,retrain,4.477519989013672,-0.0018324591219425201,0.011263902299106121,0.012008173391222954
X6,dropout,0.0,-0.00043234508484601974,0.012506322003901005,0.013408287428319454
X6,lazy,6.049663066864014,-0.0016734572127461433,0.011423958465456963,0.01216717530041933
X6,retrain,4.517324924468994,-0.0013897595927119255,0.011913490481674671,0.012450872920453548
all,full model,6.61771297454834,0.0,0.011783687397837639,0.01204626727849245
X1,dropout,0.0,0.03597386460751295,0.047098055481910706,0.0480201318860054
X1,lazy,4.4849138259887695,0.02136646118015051,0.030855467543005943,0.03341272845864296
X1,retrain,2.961806058883667,0.022317088209092617,0.03284018114209175,0.03436335548758507
X2,dropout,0.0,0.022576126269996166,0.03267275169491768,0.03462239354848862
X2,lazy,4.409312963485718,0.014197430573403835,0.023805614560842514,0.026243697851896286
X2,retrain,3.719932794570923,0.020860093645751476,0.032945334911346436,0.03290636092424393
X3,dropout,0.0,0.01939073856920004,0.031734999269247055,0.03143700584769249
X3,lazy,6.187824249267578,0.01942309644073248,0.03127194941043854,0.03146936371922493
X3,retrain,5.64391016960144,0.022610663436353207,0.034010812640190125,0.03465693071484566
X4,dropout,0.0,-9.651388972997665e-05,0.011858969926834106,0.011949753388762474
X4,lazy,7.890221118927002,-0.0012057609856128693,0.01036009844392538,0.010840506292879581
X4,retrain,5.684169292449951,-0.0008825045078992844,0.010956795886158943,0.011163762770593166
X5,dropout,0.0,-0.00022051576524972916,0.011743457987904549,0.011825751513242722
X5,lazy,5.657807111740112,-0.0011320309713482857,0.010518440045416355,0.010914236307144165
X5,retrain,6.317478895187378,0.0003306949511170387,0.012579571455717087,0.01237696222960949
X6,dropout,0.0,-0.0005475282669067383,0.011813038028776646,0.011498739011585712
X6,lazy,5.059924840927124,-0.0013552475720643997,0.010672939009964466,0.010691019706428051
X6,retrain,6.05300498008728,-0.0008205082267522812,0.010975785553455353,0.01122575905174017
